solute,dG_es_MD,dG_cav_MD,dG_disp_MD,dG_np_MD,dG_tot_MD,dG_tot_expt,dG_es_SLIC,M_w,SASA_VdW,SESA_VdW,SESV_VdW,VdWA_VdW,VdWV_VdW,SASA_Mob,SESA_Mob,SESV_Mob,VdWA_Mob,VdWV_Mob,SASA_Bondii,SESA_Bondii,SESV_Bondii,VdWA_Bondii,VdWV_Bondii,SASAB,SASVB,SASAM,SASVM,SASAV,SASVV,totAB,totAM,totVM,totVB
N_methylpiperazine,-8.4,14.88,-14.78,0.1,-8.3,-7.77,-7.57,100,284.3,133.2,113.5,133.1,116.2,289.2,137.6,123.8,146.5,112.4,297.3,144.5,136,148.4,131.9,297.3,439.1,289.2,403.6,284.3,398.1,590.337,493.288,249.306,329.33
N_methylpiperidine,-4.18,15.15,-14.18,0.97,-3.21,-3.88,-3.74,99,283.1,133.8,118.7,133.6,121.1,297.8,144.5,137.2,156,124.4,296.3,145,141,149.6,136.4,296.3,443.5,297.8,407.9,283.1,402.5,619.755,552.054,281.001,346.37
n_nonane,0.01,19.73,-16.42,3.31,3.32,3.13,-0.08,128,401.8,202.7,173.5,202.5,176.3,427.6,223.7,211.1,243.3,189.5,416.8,216.1,204.1,223.5,195.8,416.8,640.9,427.6,596.9,401.8,586.9,877.125,818.849,418.404,485.65
n_octane,0.01,18.2,-15.08,3.12,3.13,2.88,-0.07,114,370.5,183.6,155,183.4,157.8,395,203.2,189.2,220.3,170,385,196.4,183.3,202.8,175.9,385,584,395,542.7,370.5,533.6,784.386,733.092,374.298,433.73
n_octylamine,-5.12,18.97,-16.23,2.74,-2.38,-3.65,-6.04,129,392.9,197.3,168,197.1,170.8,406.4,210,196,227.8,176.2,409,211,198.3,218.2,190.2,409,626,406.4,581.2,392.9,571.7,847.707,746.506,380.733,468.61
n_pentane,0.01,12.47,-9.81,2.66,2.67,2.32,-0.05,72,276,126.1,100,126,102,296.7,141.4,123.4,150.9,111.7,289,136.8,120.1,140.3,116.2,289,412.1,296.7,378.8,276,373.2,506.169,475.821,241.98,277.99
n_pentyl_acetate,-5.4,17.81,-15.24,2.57,-2.83,-2.51,-6.58,130,365.9,178.4,147.1,178.3,150,388,194.9,173.5,208.2,156.9,382.8,193.5,178.1,199,171.8,382.8,575.3,388,527.8,365.9,519.4,723.525,653.69,335.219,406.04
n_pentyl_propanoate,-5.96,19.47,-16.87,2.6,-3.36,-2.11,-6.25,144,396.7,197,164.9,196.9,168.5,421.3,215.7,195.7,231.6,176.3,412.9,212.4,198.9,218.8,191.6,412.9,630.3,421.3,581.4,396.7,572,816.264,739.447,379.325,457.96
n_pentylamine,-5.12,14.07,-11.94,2.13,-2.99,-4.09,-6.1,87,297.6,139.4,112.7,139.3,114.8,307.3,147.8,129.9,157.9,117.8,312.2,151.1,135,155.3,130.3,312.2,453.2,307.3,416.3,297.6,410.1,569.49,489.235,248.415,312.86
n_pentylbenzene,-2.75,19.18,-16.38,2.8,0.05,-0.23,-3.1,148,396.7,201.4,175.8,201.2,178.9,419.6,219.5,207.4,236,188.5,414.8,217.7,213.4,224.3,206.2,414.8,649.9,419.6,593.9,396.7,585.4,892.707,797.834,417.841,515.86
n_pentylcyclopentane,0,20.02,-17.63,2.39,2.39,2.55,-0.11,140,393,200.3,179.5,200,182.9,418.2,220.4,217.1,241.8,195,407.8,213.3,209.7,220.8,201.3,407.8,638.2,418.2,595.1,393,585.7,927.39,857.57,441.06,519.16
n_propanethiol,-2.41,10.68,-8.58,2.1,-0.31,-1.06,-3.49,76,245.3,107.8,83.2,107.7,85,254.2,114.2,93.8,119.9,85.9,265.5,122.7,106.7,125.3,104,265.5,372.4,254.2,326.6,245.3,322.8,379.321,321.051,165.798,216.37
n_propyl_acetate,-5.3,14.15,-12.18,1.97,-3.33,-2.79,-6.39,102,303.4,140.2,110.3,140.2,112.9,322.8,153.8,129.7,162.2,118.1,319.2,154,136,157.5,132.3,319.2,461.3,322.8,419,303.4,413,538.047,482.176,247.007,302.21
n_propyl_butyrate,-5.35,17.61,-15.14,2.47,-2.88,-2.28,-5.93,130,365.5,178,146.9,177.9,150,388.8,195.2,173.8,208.7,157.1,381.2,192.6,177.9,198.1,171.9,381.2,573.4,388.8,527.2,365.5,518.8,723.525,653.69,335.219,406.04
n_propyl_formate,-5.03,12.54,-11.01,1.53,-3.5,-2.48,-6.39,88,268.8,120.4,92.9,120.3,95,281.6,129.7,107.1,136.4,97.6,285.5,133.8,115.5,136.5,112.6,285.5,402.9,281.6,362.3,268.8,357.7,445.308,392.545,200.363,250.29
n_propyl_propanoate,-5.45,16.17,-13.67,2.5,-2.95,-2.44,-6.2,116,334.2,158.9,128.4,158.8,131.4,356.2,174.6,151.9,185.6,137.6,349.4,172.9,156.9,177.4,152.1,349.4,516.4,356.2,472.6,334.2,465.6,630.786,567.933,291.113,354.12
n_propylamine,-4.83,9.85,-8.07,1.78,-3.05,-4.39,-5.75,59,234.8,101.2,76.1,101.1,77.9,242.3,106.8,86.1,111.9,78.8,248.6,111.6,93.2,113.8,90.6,248.6,339.2,242.3,307.3,234.8,303.7,384.012,317.721,160.203,209.03
n_propylbenzene,-2.72,16.08,-13.35,2.73,0.01,-0.53,-3.05,120,333.8,163.1,139.3,163,141.8,354.1,178.3,163.6,189.9,149.7,350.8,178.1,171.5,182.7,166.5,350.8,535.5,354.1,484.8,333.8,478.6,707.229,626.32,329.629,412.03
n_propylcyclopentane,0,16.74,-14.59,2.15,2.15,2.13,-0.09,112,330.6,162.2,142.9,162.1,145.8,353.3,179.5,173.3,196,156.2,344.4,173.9,167.9,179.5,161.7,344.4,524.5,353.3,486.6,330.6,479.6,741.912,686.056,352.848,415.33
naphthalene,-4.51,16.38,-15.21,1.17,-3.34,-2.4,-5.2,128,310,150.8,128.8,150.7,131.2,326.4,162.6,146.7,168.1,137.6,329.6,167.1,164.2,169.4,161.5,329.6,505.4,326.4,447.8,310,443.4,672.546,568.338,307.6,408.72
nitrobenzene,-3.63,15.35,-15.12,0.23,-3.4,-4.12,-4.47,123,282.1,131.9,108,131.9,109.9,292.5,139.5,120.1,144,112.5,303.3,148.5,138.6,150.7,136.2,303.3,448.4,292.5,393.6,282.1,389.9,524.211,439.619,236.286,315.37
nitroethane,-2.47,11.09,-10.35,0.74,-1.73,-3.71,-3.28,75,225.7,95.5,70.4,95.5,72.3,234.7,101.7,80.1,106.5,73.2,242.3,107.9,89,110.2,86.7,242.3,328.2,234.7,291,225.7,288.1,323.151,283.008,144.593,181.33
nitromethane,-2.53,9.32,-8.82,0.5,-2.03,-4.02,-3.44,61,194.7,76.6,51.9,76.6,53.4,198.6,79.3,56.6,81,52.8,211.6,88.5,67.7,89.6,66.9,211.6,272,198.6,236.5,194.7,234.9,230.412,194.195,98.465,129.42
NN_dimethyl_p_methylbenzamide,-9.1,20.86,-19.27,1.59,-7.51,-9.76,-10.82,163,383.2,194.8,172.6,194.5,176.2,399.6,207.1,194.5,221.5,176.7,400.7,211.2,213.4,218.5,205.4,400.7,635.2,399.6,577.3,383.2,568.8,857.991,735.837,386.22,501.72
NN_dimethyl_p_nitrobenzamide,-9.24,22.78,-23.46,-0.68,-9.92,-11.95,-11.47,194,393.4,201.1,179.6,200.9,186.8,402.9,209.1,196.5,222.8,178.8,415.1,220.3,222.8,227.8,214.8,415.1,661.2,402.9,595.8,393.4,587.3,860.451,720.65,381.089,508.9
NN_dimethylaniline,-6.13,16,-14.57,1.43,-4.7,-3.45,-6.31,121,318.7,155.1,132.5,155,134.9,332.2,165.1,149,172.9,137.5,336,170.1,165.1,173.8,161.1,336,513,332.2,461,318.7,455.7,677.811,581.131,303.91,394.98
NN_dimethylbenzamide,-9.17,18.93,-17.74,1.19,-7.98,-9.29,-10.96,149,354.1,176.2,154.6,176.1,157.9,367.7,186.4,172.7,198.2,156.8,372,192.6,192.2,198.7,185.7,372,581.2,367.7,525.2,354.1,517.7,765.252,649.203,341.519,449.81
NN_dimethylformamide,-8.13,11.15,-9.88,1.27,-6.86,-7.81,-8.83,73,238.1,103.7,78.4,103.6,80.3,244.5,108.2,86.4,112.6,79.4,254.7,116.3,99.3,118.6,97.1,254.7,353.1,244.5,313.2,238.1,310.2,378.714,323.316,163.12,211.94
non_1_ene,-0.33,18.37,-15.13,3.24,2.91,2.06,-0.72,126,393.8,197,166.6,196.8,169.6,417.5,216.2,200.9,233.7,180.9,411,212,199.5,218.8,191.7,411,629.2,417.5,580,393.8,570.9,834.651,769.182,395.169,467.24
nonan_1_ol,-5.1,20.28,-17.72,2.56,-2.54,-3.88,-6.75,144,418.1,212.7,182.9,212.5,185.9,435.8,228.6,215.4,248.6,193.1,434.7,226.9,215.3,235,206,434.7,671.7,435.8,625.6,418.1,614.7,914.301,820.722,420.261,506.96
nonan_2_one,-5.29,19.97,-17.19,2.78,-2.51,-2.49,-5.82,142,405,204.7,175.5,204.5,178.6,428.6,223.9,210.2,242.7,189.2,422.3,219.8,209.2,227.4,200.6,422.3,652.2,428.6,602.7,405,593,871.827,801.164,411.907,488.56
nonan_5_one,-5.2,19.71,-16.85,2.86,-2.34,-2.64,-5.42,142,404.4,204.4,175.5,204.2,178.6,429.2,224.3,210.5,243,189.3,420.6,219,209.1,226.6,200.6,420.6,650.4,429.2,602.4,404.4,592.3,871.827,801.164,411.907,488.56
nonanal,-5.09,20.7,-18.12,2.58,-2.51,-2.07,-5.99,142,406.4,205.4,176,205.2,179.2,427.3,223.2,210.1,242.3,188.8,424.1,220.6,209.7,228.3,201.1,424.1,654.4,427.3,604.9,406.4,594.9,871.827,798.762,410.306,488.56
o_cresol,-6.55,14.13,-12.67,1.46,-5.09,-5.87,-7.64,108,284.5,133.7,110.2,133.6,112.4,297.3,142.7,124.5,148.4,115.9,302,148,139,150.8,136,302,447.7,297.3,398.9,284.5,395.1,558.927,463.668,247.913,329.51
o_toluidine,-6.81,13.98,-12.54,1.44,-5.37,-5.53,-7.65,107,288.4,136.6,113.5,136.5,115.7,299.8,144.5,126.9,150.3,118.2,306,151,142.9,154,139.8,306,456.5,299.8,407.1,288.4,403,585.072,475.209,252.491,343.07
o_xylene,-2.75,14.45,-12.22,2.23,-0.52,-0.9,-3.03,106,295.1,141.4,119.1,141.4,121.4,313.9,154.9,139.3,161.7,129.7,312.2,155.6,149.2,158.8,145.7,312.2,470.3,313.9,421,295.1,416.6,614.49,541.44,286.118,360.11
oct_1_ene,-0.33,16.79,-13.69,3.1,2.77,1.92,-0.69,112,361.7,177.6,148.2,177.4,151.1,384.1,195.3,178.9,210.3,161.3,378.3,191.9,178.5,197.7,171.7,378.3,571.2,384.1,524.7,361.7,516.8,741.912,683.425,351.063,415.33
oct_1_yne,-0.83,16.66,-13.37,3.29,2.46,0.71,-1.33,110,353.6,171.5,141.5,171.4,144.3,374.9,188.2,170,201.1,154.4,372.8,187.9,173.4,193,167.7,372.8,559.7,374.9,507.9,353.6,500.4,699.438,638.143,330.803,396.92
octan_1_ol,-5.13,18.68,-16.2,2.48,-2.65,-4.09,-7.34,130,386.7,193.5,164.2,193.2,167.2,402.2,207.5,193.2,225,173.4,402.6,206.9,193.8,213.9,185.9,402.6,614.1,402.2,570.6,386.7,561,821.562,734.965,376.155,455.05
octan_2_one,-5.31,18.36,-15.35,3.01,-2.3,-2.88,-5.82,128,373.7,185.7,157.2,185.5,160,396,203.5,188.3,219.7,170,390.5,200.1,188,206.7,180.9,390.5,595.2,396,548.4,373.7,539.7,779.088,715.407,367.801,436.64
octanal,-5.12,18.75,-16.2,2.55,-2.57,-2.29,-6.05,128,374.5,186,157.4,185.9,160.4,394.2,202.4,188,218.9,169.2,391.7,200.6,188.4,207.1,181.1,391.7,596.6,394.2,549.6,374.5,540.8,779.088,713.005,366.2,436.64
p_cresol,-6.95,14.26,-12.67,1.59,-5.36,-6.13,-8.1,108,287.4,134.7,110.3,134.7,112.5,300,143.7,124.7,149.3,115.8,305.2,149.3,139.1,151.9,136.2,305.2,451.1,300,401.9,287.4,397.8,558.927,463.668,247.913,329.51
p_dibromobenzene,-1.7,16.87,-15.18,1.69,-0.01,-2.3,-2.4,235.8,305.2,145.6,122.1,145.5,124.3,312.9,151.5,132.7,157.3,124,337.3,170,164.4,173.1,161.2,337.3,513.3,312.9,433.6,305.2,429.9,503.798,409.69,230.226,322.3
p_toluidine,-6.91,14.42,-13.07,1.35,-5.56,-5.57,-8.25,107,294.4,139,114,138.9,116.3,303.4,145.9,127.2,151.7,118.3,311.9,153.6,143.6,156.5,140.4,311.9,463.2,303.4,413.6,294.4,409.3,585.072,475.209,252.491,343.07
p_xylene,-2.71,14.54,-12.5,2.04,-0.67,-0.8,-3.02,106,303.5,144.3,119.4,144.3,122,323.6,158.8,140.6,166.1,130,320,158.7,149.9,161.8,146.4,320,478.7,323.6,429.5,303.5,425,614.49,541.44,286.118,360.11
pent_1_ene,-0.34,11.28,-8.5,2.78,2.44,1.68,-0.68,70,267.3,120.1,93.1,120,95.2,285.9,133.4,112.9,140.8,102.9,282.3,132.4,115.3,135.2,112,282.3,399.5,285.9,361.1,267.3,356.5,463.695,426.154,218.745,259.58
pent_1_yne,-0.81,11.01,-8.27,2.74,1.93,0.01,-1.32,68,259.9,114.4,86.6,114.3,88.6,277.4,126.7,104.4,132.3,96,277.5,128.7,110.4,130.8,108.2,277.5,388.8,277.4,344.9,259.9,341,421.221,380.872,198.485,241.17
penta_14_diene,-0.7,10.62,-7.74,2.88,2.18,0.93,-1.46,68,258.3,113.9,86.2,113.9,88.5,274.5,125.2,102.3,130.5,94.1,275.5,127.9,110.4,180.4,140.7,275.5,386.8,274.5,343.2,258.3,339.4,421.221,376.487,195.51,241.17
pentachloroethane,-1.13,15.46,-14.02,1.44,0.31,-1.39,-1.24,202.5,289.9,137.8,121.7,137.6,124.2,294.6,141.3,129.1,190.2,140.1,326.1,164.7,167.1,170.9,161.5,326.1,504.4,294.6,418.2,289.9,413.8,385.817,296.864,172.82,256.66
pentan_1_ol,-5.13,13.16,-11.17,1.99,-3.14,-4.57,-5.8,88,290.3,135.1,108.8,135,111,303.9,145.6,127.4,155.6,115.1,304.8,146.6,130.4,150.5,125.9,304.8,440.2,303.9,404.3,290.3,398.4,543.345,477.694,243.837,299.3
pentan_2_ol,-5.19,13.51,-11.19,2.32,-2.87,-4.39,-5.69,88,287.4,133.9,109.3,133.8,111.6,302,145,128.4,155.4,116.1,301.4,145.3,130.8,149.6,126,301.4,437.3,302,402.1,287.4,396.2,543.345,480.75,245.859,299.3
pentan_2_one,-5.25,12.86,-10.9,1.96,-3.29,-3.52,-5.86,86,279.6,128.4,102.3,128.3,104.4,298,141.8,122.6,150.6,111.5,294.8,140.8,125.2,144.5,121.3,294.8,424,298,385.1,279.6,379.9,500.871,458.136,235.483,280.89
pentan_3_ol,-4.89,13.23,-11.29,1.94,-2.95,-4.35,-5.33,88,283.2,131.7,109.5,131.6,111.6,300.7,144.4,128.4,154.9,116.1,297.2,143.3,130.9,148,126,297.2,432.9,300.7,397.5,283.2,391.8,543.345,480.75,245.859,299.3
pentan_3_one,-5.23,13.11,-10.82,2.29,-2.94,-3.41,-5.52,86,278.8,127.8,101.6,127.8,104.3,298.5,141.9,122.8,150.7,111.5,293,139.8,125,143.4,121.1,293,421.7,298.5,384.2,278.8,378.9,500.871,458.136,235.483,280.89
pentanal,-5.08,12.79,-10.67,2.12,-2.96,-3.03,-5.91,86,280.1,128.5,102.4,128.5,104.6,295.9,140.5,122.1,149.5,110.9,295.7,141.1,125.3,144.6,121.4,295.7,424.8,295.9,385.8,280.1,380.5,500.871,455.734,233.882,280.89
pentanenitrile,-3.56,12.75,-10.43,2.32,-1.24,-3.52,-4.36,83,279.2,126.9,99.5,126.9,101.6,298.8,141.1,121.1,149.1,110.6,299,142.3,125.3,145.4,121.9,299,427.9,298.8,380.9,279.2,375.9,484.542,440.653,229.599,276.05
pentanoic_acid,-7.01,14.4,-12.76,1.64,-5.37,-6.16,-10.59,102,296.9,138.4,111.3,138.3,113.7,306.5,146.9,128.6,156.7,116.6,313.1,151.5,135.6,155.6,130.9,313.1,454.6,306.5,413.6,296.9,408,538.047,466.121,241.384,302.21
phenanthrene,-6,21.27,-20.42,0.85,-5.15,-3.88,-6.8,178,371.5,192.2,173.8,192.1,176.6,389.4,205.6,195.8,213.6,183.5,393.5,211,219.6,214.6,215.6,393.5,636,389.4,565.3,371.5,559.7,916.08,768.504,418.484,561.17
phenol,-7.01,12.55,-11.21,1.34,-5.67,-6.61,-8.25,94,257.5,116.3,92.5,116.2,94.2,267.3,123,102.9,126.4,96.3,275.6,130.5,118.3,132,116.7,275.6,396.4,267.3,349.5,257.5,346.3,466.188,377.034,203.212,277.59
phenyl_formate,-6.26,14.99,-13.56,1.43,-4.83,-3.82,-8.4,122,295.2,138.3,114.6,138.2,116.9,307.1,146.9,127.9,153.6,118,314.4,154.7,146.4,158,142.9,314.4,468.5,307.1,415,295.2,410.2,553.629,463.399,247.95,332.42
phenyl_methyl_sulfide,-3.14,15,-13.07,1.93,-1.21,-2.73,-4.01,124,305.3,145.5,122.2,145.4,124.4,318.7,155.1,137.1,162,127,326.9,163.6,157.9,166.9,154.4,326.9,494.9,318.7,434.5,305.3,429.6,580.381,488.183,261.445,350.41
phenyl_trifluoroethyl_ether,-5.49,16.99,-14.43,2.56,-2.93,-1.29,-6.99,176,345.5,168.8,143.9,168.8,146.3,362.3,181.1,162.9,227.9,172.9,370.3,189.6,183.7,244.1,212,370.3,569.2,362.3,502.3,345.5,495.4,699.483,586.078,313.815,417.76
piperazine,-8.72,13.19,-12.81,0.38,-8.34,-7.4,-8.38,86,257.8,116.3,95.4,116.2,97.7,258,117.6,101.4,123.7,92.8,270.2,126.8,114.9,129.5,111.9,270.2,386.6,258,354.5,257.8,349.7,497.598,397.01,201.246,277.41
piperidine,-4.68,13.01,-11.79,1.22,-3.46,-5.11,-4.48,85,263.5,120.1,100.6,120,103,274.1,128.4,115.6,137.5,105.1,275.3,130.2,120.1,133.4,116.5,275.3,397.6,274.1,366.7,263.5,361.5,527.016,455.776,232.941,294.45
prop_2_en_1_ol,-5.18,8.86,-6.91,1.95,-3.23,-5.03,-6.3,58,218.8,90.9,65.3,90.9,67.2,226,95.8,72.6,98.4,67.5,234.4,102.7,83.5,104,82.2,234.4,313.5,226,277.6,218.8,275,315.393,256.513,132.39,177.06
propan_1_ol,-5.1,9.78,-7.8,1.98,-3.12,-4.85,-5.76,60,228.1,97.1,72.2,97.1,74,238.9,104.6,83.6,109.6,76.3,241.4,107.3,88.4,109.2,86.4,241.4,326.5,238.9,295.9,228.1,292.5,357.867,306.18,155.625,195.47
propan_2_ol,-5.29,9.81,-7.8,2.01,-3.28,-4.74,-5.79,60,225.7,96,72.5,96,74.4,238.4,104.7,84.7,110.1,77.2,239.1,106.3,88.8,108.8,86.5,239.1,324.7,238.4,294,225.7,290.4,357.867,309.236,157.647,195.47
propane,0,8.31,-5.75,2.56,2.56,1.96,-0.03,44,213.5,88,63.3,87.9,64.8,231.6,100.3,79.6,104.9,72.8,225.4,97.4,78.1,98.8,76.7,225.4,298.1,231.6,270,213.5,266.9,320.691,304.307,153.768,174.15
propanenitrile,-3.61,9.2,-6.86,2.34,-1.27,-3.84,-4.46,55,216.6,88.8,62.8,88.8,64.5,233.6,100,77.2,103,71.9,235.3,102.8,83.3,103.9,82.2,235.3,313.9,233.6,272,216.6,269.4,299.064,269.139,141.387,172.22
propanoic_acid,-7.64,10.54,-9.31,1.23,-6.41,-6.46,-11.23,74,233.1,99.7,74,99.7,76.3,240.3,105.4,84.5,110,77.6,248.4,111.5,93.3,113.6,91.1,248.4,339.1,240.3,303.3,233.1,300.2,352.569,294.607,153.172,198.38
propanone,-5.31,9.4,-7.45,1.95,-3.36,-3.8,-6.14,58,217.7,90.8,65.7,90.7,67.3,232.3,100.6,78.6,104.4,72.7,233.1,102.3,83.5,104,81.8,233.1,312.3,232.3,276.6,217.7,274.4,315.393,286.622,147.271,177.06
propene,-0.37,7.51,-4.7,2.81,2.44,1.32,-0.75,42,203.2,81.5,56.2,81.5,57.9,218.7,91.5,68.6,93.8,64,218.1,92.8,73.1,93.6,72.4,218.1,284.8,218.7,250.6,203.2,248.5,278.217,254.64,130.533,155.75
propionaldehyde,-5.06,9.23,-7.25,1.98,-3.08,-3.43,-5.95,58,217.5,90.4,65.4,90.4,67.5,230.7,99.4,78.3,103.5,72,232,101.6,83.4,103.1,81.8,232,310.7,230.7,276.7,217.5,274,315.393,284.22,145.67,177.06
propyne,-0.87,6.91,-4.25,2.66,1.79,-0.48,-1.45,40,194.1,75.4,50.3,75.4,51.6,208.1,84,60.3,85,57.2,212.4,88.9,68.7,89.3,68.6,212.4,273.8,208.1,232.9,194.1,231.8,235.743,209.358,110.273,137.34
pyrene,-7.03,23.13,-22.72,0.41,-6.62,-4.52,-7.67,202,386.9,204.8,190.5,204.7,193.3,405.1,218.5,213.4,227.5,200.1,409,223.7,239.7,227.9,234.8,409,675.8,405.1,602.1,386.9,595.8,1016.61,845.946,463.796,628.19
pyridine,-4.75,11.15,-9.85,1.3,-3.45,-4.69,-5.72,79,235.2,102.2,78.6,102.2,80.3,247.9,110.8,90.6,112.9,85.6,253.8,116.7,103.3,117.5,102.5,253.8,356.5,247.9,309.8,235.2,307.4,399.594,339.146,181.712,239.24
pyrrole,-5.16,9.94,-8.65,1.29,-3.87,-4.78,-6.21,67,220.8,92.3,67.7,92.3,69.5,226.3,96.6,75.3,97.6,71.7,237.1,105.5,89.4,106.1,88.9,237.1,323.2,226.3,281.8,220.8,279.7,349.329,281.613,149.631,205.73
pyrrolidine,-4.89,11.52,-10.54,0.98,-3.91,-5.48,-5.14,71,239.9,105.2,82.1,105.1,84.1,248.7,111.9,93.6,116.8,86.2,252.4,115.2,100.2,116.7,98.2,252.4,351.3,248.7,320,239.9,316.2,434.277,370.019,188.835,242.54
quinoline,-5.7,16.26,-15.43,0.83,-4.87,-5.72,-6.66,129,303.7,146,123.7,146,125.9,319.2,157.2,140.7,162,132.5,324.1,163.1,158.9,165.2,156.5,324.1,493.5,319.2,434.5,303.7,430.4,643.128,540.837,293.602,391.68
sec_butylbenzene,-2.72,17.85,-15.09,2.76,0.04,-0.45,-2.92,134,349.3,174.7,157.5,174.4,160.4,370.7,190.7,184.5,205.4,168.1,365.4,189.4,191.7,196,184.9,365.4,573.6,370.7,522.8,349.3,515.7,799.968,712.077,373.735,463.94
styrene,-3.34,13.41,-11.39,2.02,-1.32,-1.24,-3.9,104,292.1,137.4,112.9,137.3,115.1,308.2,148.8,129.6,154.1,121.3,311.6,153.4,144.4,155.8,142,311.6,463.8,308.2,409.7,292.1,405.7,572.016,490.896,262.288,341.7
teflurane,-1.99,10.44,-7.99,2.45,0.46,0.5,-2.28,180.9,243.5,107.4,85.5,107.3,87.2,253.6,114.6,97.1,158.9,111.6,272.8,128.3,116.4,131.7,113.2,272.8,391.1,253.6,327.3,243.5,323.9,329.101,268.751,149.074,203.69
tert_butylbenzene,-2.98,17.53,-14.97,2.56,-0.42,-0.44,-3.06,134,340.4,170.5,156.7,170.4,159.2,361.1,186,182.4,199.3,167.4,357.3,185.3,190.2,192.3,183.8,357.3,563.7,361.1,512.3,340.4,505.6,799.968,712.077,373.735,463.94
tetrachloroethene,-0.09,13.65,-12.15,1.5,1.41,0.1,-0.1,166,265.7,120.9,97.3,120.8,99.1,270.6,124.5,104.2,129.2,97.7,302,147.5,138.5,150.6,135.2,302,446.8,270.6,377.3,265.7,360.5,311.77,238.886,141.756,211.37
tetrachloromethane,-0.13,12.31,-10.77,1.54,1.41,0.08,-0.2,154,245.4,108.7,87.1,108.6,88.7,250.1,112.1,93.1,116.7,86.9,280.1,133.6,124,136.8,121.1,280.1,407.6,250.1,331.2,245.4,327.7,261.505,200.165,119.1,177.86
tetrafluoromethane,-0.38,6.41,-3.61,2.8,2.42,3.12,-0.69,88,184.4,70.9,47.5,70.9,48.7,198.2,80,59.1,81.8,55.9,209.4,87.4,67.2,88.5,66.5,209.4,269.1,198.2,220.9,184.4,219.3,198.969,169.013,92.58,118.77
tetrahydrofuran,-3.3,10.96,-9.73,1.23,-2.07,-3.47,-3.84,72,234.2,101.4,78.4,101.4,80.6,246.9,110.2,91.6,115.3,84,247,111.6,96.1,112.9,94.5,247,341.1,246.9,309.5,234.2,306.2,408.132,360.956,183.904,228.98
tetrahydropyran,-2.8,12.63,-11.61,1.02,-1.78,-3.12,-3.19,86,257.4,116.4,96.7,116.3,98.9,271.9,126.8,113.2,135.5,102.9,269.8,126.8,115.8,129.7,112.8,269.8,387.4,271.9,355.3,257.4,350.8,500.871,446.713,228.01,280.89
thiophene,-1.88,10.03,-8.49,1.54,-0.34,-1.42,-2.61,84,227.1,97.1,74.2,97.1,75.7,237.3,103.9,83.5,105.3,79.4,249.5,114.1,101.2,114.9,100.6,249.5,349.7,237.3,296,227.1,293.9,344.638,284.943,155.226,213.07
thiophenol,-3.26,12.85,-11.02,1.83,-1.43,-2.55,-4.67,110,273.5,126.5,103,126.4,104.9,282.8,132.7,113.3,136.8,106.1,298,145.3,136.4,147.2,134.3,298,440.4,282.8,378.6,273.5,375.2,487.642,391.905,213.385,298.49
toluene,-2.7,12.42,-10.43,1.99,-0.71,-0.89,-3.15,92,273.6,125.9,101.6,125.8,103.7,290.9,138,118.8,143.1,110.6,290.4,139.9,129.1,141.8,126.8,290.4,424,290.9,377.1,273.6,373.4,521.751,454.806,241.417,308.19
trans_14_dimethylcyclohexane,0.01,16.61,-14.57,2.04,2.05,2.11,-0.06,112,320,157,142.5,156.8,145.8,341.8,173.6,172.6,190.9,155.6,333.3,168.4,167.1,175.3,160.2,333.3,509.3,341.8,475.6,320,468.6,741.912,686.056,352.848,415.33
triacetyl_glycerol,-13.83,22.51,-21.99,0.52,-13.31,-8.84,-17.02,218,386.3,203.8,209.7,203.4,213.1,401.1,214.2,227.8,243.1,202.6,406.4,220.6,248,235.1,235.4,406.4,680.5,401.1,622.5,386.3,613.9,972.759,783.637,412.572,558.32
tribromomethane,-0.7,13,-11.42,1.58,0.88,-2.13,-0.87,252.7,245.2,108.1,85.7,108.1,87.2,245.1,108,86.9,111.5,81.4,279.5,132.6,121.7,135.2,119.2,279.5,404.1,245.1,328.2,245.2,325.9,247.392,183.907,108.766,169.35
trichloroethene,-0.82,11.49,-9.68,1.81,0.99,-0.44,-0.98,131.5,244.1,106.8,82.2,106.8,84,249.5,110.7,89,114.2,83.7,276.8,130.3,116.7,132.5,114.5,276.8,395.7,249.5,323.1,244.1,320.7,280.197,219.641,126.769,184.48
trichloromethane,-1.23,10.29,-8.74,1.55,0.32,-1.08,-1.49,119.5,224.1,95,71.6,94.9,73.2,227,97,75.8,138.4,93,255.3,116.8,102,169,133.1,255.3,356.5,227,290.6,224.1,287.8,229.932,174.79,100.444,150.97
triethyl_phosphate,-11.94,21.25,-19.37,1.88,-10.06,-7.54,-13.43,182,406.9,206.7,177,206.5,181.2,429.5,223.8,203.7,239.5,181.9,424.2,222.9,215.3,230.6,205.5,424.2,662.1,429.5,608.8,406.9,598.3,825.327,733.473,376.543,464.27
triethylamine,-4.28,15.27,-12.82,2.45,-1.83,-3.22,-3.04,101,310.9,148.8,126.7,148.6,130.3,330.9,163,150.5,174.3,136.3,324.6,161.1,152.7,165.6,148.3,324.6,486.7,330.9,447.5,310.9,441.2,662.229,602.146,304.473,364.78
trimethoxy_methane,-5.97,14.13,-12.22,1.91,-4.06,-4.42,-7.13,106,288.1,133.9,109,133.8,111.6,296.7,139.6,118.6,147.9,107.9,304.5,147.5,134.5,151.8,130.2,304.5,444.7,296.7,401.5,288.1,396.8,524.958,444.484,221.11,290.01
